name,team,number,position,side,off_grade_off,off_grade_pass,off_grade_run,off_grade_recv,off_grade_pblk,off_grade_rblk,off_snaps_off,off_snaps_pass,off_snaps_run,off_snaps_recv,off_snaps_pblk,off_snaps_rblk,def_grade_def,def_grade_rdef,def_grade_prush,def_grade_cov,def_snaps_def,def_snaps_rdef,def_snaps_prush,def_snaps_cov,height,weight
Monroe Freeling,GEORGIA,72,OT,Offense,67.6,,,,64.3,68.4,812,,,,459,353,,,,,,,,,"6' 7""",310
Nate Frazier,GEORGIA,3,RB,Offense,90.0,,90.8,60.8,63.2,56.4,356,,175,128,24,29,,,,,,,,,"5' 10""",205
Raylen Wilson,GEORGIA,5,LB,Defense,,,,,,,,,,,,,70.6,70.2,60,70.9,550,233,89,228,"6' 1""",235
Xzavier McLeod,GEORGIA,94,DT,Defense,,,,,,,,,,,,,69.4,75.1,55.3,62.1,272,122,150,0,"6' 4""",315
Cam Barfield,HAWAII,0,RB,Offense,72.4,,75.3,68.7,49.6,55.3,287,,84,132,58,13,,,,,,,,,"5' 7""",190
De'Jon Benton,HAWAII,79,DT,Defense,,,,,,,,,,,,,78.8,69.6,88.7,62.8,536,216,318,2,"6' 2""",270
Elijah Palmer,HAWAII,4,CB,Defense,,,,,,,,,,,,,78.8,67.9,46.1,80.5,665,245,6,414,"5' 8""",185
Ethan Spencer,HAWAII,57,C,Offense,62.5,,,,78.0,56.2,853,,,,586,267,,,,,,,,,"6' 2""",300
Geoffrey Speight Jr.,HAWAII,95,DT,Defense,,,,,,,,,,,,,77.8,83.4,62.8,64.4,376,172,200,4,"6' 1""",280
Jamih Otis,HAWAII,11,LB,Defense,,,,,,,,,,,,,60,59.3,67.5,60.8,549,221,41,287,"5' 11""",220
Joenel Figueroa,HAWAII,3,S,Defense,,,,,,,,,,,,,74.1,70.5,67.5,73.3,499,235,3,261,"6' 0""",190
Judah Kaio,HAWAII,79,OG,Offense,46.5,,,,25.0,54.3,389,,,,283,106,,,,,,,,,"6' 3""",305
Kaeo Akana,HAWAII,78,OT,Offense,51.1,,,,54.9,47.8,715,,,,370,345,,,,,,,,,"6' 3""",295
Lesterlaisene Lagafuaina,HAWAII,51,EDGE,Defense,,,,,,,,,,,,,64.2,68.4,59.1,61.1,485,194,240,51,"6' 4""",245
Micah Alejado,HAWAII,12,QB,Offense,76.6,78.6,54.2,48.8,,60.2,735,507,32,3,,193,,,,,,,,,"5' 10""",180
Pofele Ashlock,HAWAII,5,WR,Offense,65.3,,,64.8,,62.3,717,,,547,,170,,,,,,,,,"6' 2""",180
Qwyn Williams,HAWAII,99,DT,Defense,,,,,,,,,,,,,69.2,58.6,70.6,74.9,419,192,227,0,"6' 3""",295
Spencer Elliott,HAWAII,56,EDGE,Defense,,,,,,,,,,,,,67.9,57.7,71.7,90.2,697,374,314,9,"6' 3""",255
Tama Uiliata,HAWAII,8,WR,Offense,60.6,61.9,70.2,60.3,,59.2,387,2,1,256,,127,,,,,,,,,"5' 11""",195
Amare Thomas,HOUSTON,0,WR,Offense,79.2,,53.9,80.3,,65.7,831,,2,431,,397,,,,,,,,,"6' 0""",205
Anthony Boswell,HOUSTON,52,C,Offense,77.0,,,,79.9,80.1,819,,,,448,371,,,,,,,,,"6' 2""",301
Ashton Porter,HOUSTON,9,EDGE,Defense,,,,,,,,,,,,,66.3,70.6,56.6,60,245,128,116,1,"6' 3""",280
Brandon Mack II,HOUSTON,4,EDGE,Defense,,,,,,,,,,,,,69.6,75,62,67.2,515,225,230,60,"6' 4""",245
Carlos Allen Jr.,HOUSTON,5,DT,Defense,,,,,,,,,,,,,73.3,74,63.2,68.4,679,332,345,2,"6' 1""",295
Carmycah Glass,HOUSTON,25,LB,Defense,,,,,,,,,,,,,61.5,60.2,56.1,63.7,350,159,53,138,"6' 4""",230
Conner Weigman,HOUSTON,1,QB,Offense,74.4,63.5,80.3,56.3,,60.0,905,437,141,2,,325,,,,,,,,,"6' 3""",210
Harvey Broussard III,HOUSTON,3,WR,Offense,50.4,,,49.3,,58.2,471,,,247,,224,,,,,,,,,"6' 3""",185
Jaden Yates,HOUSTON,1,LB,Defense,,,,,,,,,,,,,62.5,61.3,59.6,62.7,371,165,27,179,"6' 1""",225
Jalen Mayo,HOUSTON,2,CB,Defense,,,,,,,,,,,,,90.3,90.8,57.2,88.4,737,297,2,438,"6' 2""",190
Jordan Allen,HOUSTON,6,S,Defense,,,,,,,,,,,,,76.3,80.4,63.8,72.3,676,305,13,358,"5' 11""",200
Kareem Buckley,HOUSTON,71,OT,Offense,75.3,,,,79.0,71.8,874,,,,477,397,,,,,,,,,"6' 6""",340
Khalil Laufau,HOUSTON,18,DT,Defense,,,,,,,,,,,,,72.1,77.8,57.9,63.3,696,329,365,2,"6' 3""",290
Koby Young,HOUSTON,2,WR,Offense,55.0,,63.2,53.3,,61.1,590,,1,296,,293,,,,,,,,,"6' 0""",180
Latreveon McCutchin,HOUSTON,10,EDGE,Defense,,,,,,,,,,,,,68.2,61.3,64.9,86.5,379,183,145,51,"6' 3""",245
McKenzie Agnello,HOUSTON,66,OG,Offense,62.5,,,,71.5,59.0,773,,,,369,404,,,,,,,,,"6' 4""",314
Patrick Overmyer,HOUSTON,9,TE,Offense,76.2,,90.3,64.8,68.0,68.3,532,,19,224,63,226,,,,,,,,,"6' 5""",230
Shadre Hurst,HOUSTON,56,OG,Offense,80.7,,,,90.5,80.9,934,,,,477,457,,,,,,,,,"6' 2""",295
Sione Fotu,HOUSTON,12,LB,Defense,,,,,,,,,,,,,67.2,78.9,53.3,56.5,543,239,69,235,"6' 0""",230
Trent Walker,HOUSTON,4,WR,Offense,69.4,63.1,,70.9,,49.8,731,2,,441,,288,,,,,,,,,"6' 2""",195
Will James,HOUSTON,5,CB,Defense,,,,,,,,,,,,,77.8,71.8,53.7,78.1,562,253,6,303,"6' 0""",185
Alex Perry,ILLINOIS,9,WR,Offense,74.7,,,76.6,,53.6,733,,,416,,317,,,,,,,,,"6' 5""",220
Brandon Henderson,ILLINOIS,75,OG,Offense,59.7,,,,65.4,58.1,818,,,,442,376,,,,,,,,,"6' 5""",320
Ca'Lil Valentine,ILLINOIS,5,RB,Offense,69.6,,71.5,51.9,49.6,50.2,249,,132,76,20,21,,,,,,,,,"5' 11""",205
Carter Janki,ILLINOIS,90,DT,Defense,,,,,,,,,,,,,73.1,71.5,70.3,60,652,262,390,0,"6' 5""",295
Collin Dixon,ILLINOIS,17,WR,Offense,67.1,,56.1,65.6,63.1,74.3,607,,2,329,1,275,,,,,,,,,"6' 1""",215
Deuce Fillmore,ILLINOIS,22,CB,Defense,,,,,,,,,,,,,68.8,67.6,65.6,69.1,498,221,13,264,"5' 11""",190
Eddie Kasper,ILLINOIS,80,WR,Offense,61.2,76.6,,60.3,,56.9,449,2,,252,,195,,,,,,,,,"5' 10""",170
Hudson Clement,ILLINOIS,13,WR,Offense,68.9,,,68.7,60.9,61.9,529,,,301,1,227,,,,,,,,,"6' 1""",215
JC Davis,ILLINOIS,79,OT,Offense,62.5,,,,64.5,60.5,866,,,,464,402,,,,,,,,,"6' 6""",320
James Thompson Jr.,ILLINOIS,90,DT,Defense,,,,,,,,,,,,,76.5,79.4,64.2,67.3,402,173,227,2,"6' 6""",310
Jayshon Platt,ILLINOIS,1,WR,Offense,64.4,,72.8,64.1,61.9,51.5,761,,3,532,1,225,,,,,,,,,"6' 1""",195
Joe Barna,ILLINOIS,43,EDGE,Defense,,,,,,,,,,,,,70.8,70.9,71.2,48.7,323,151,156,16,"6' 4""",280
Juice Clarke,ILLINOIS,6,CB,Defense,,,,,,,,,,,,,61.8,67,50.2,62.5,533,207,3,323,"6' 1""",185
Kaden Feagin,ILLINOIS,83,RB,Offense,76.8,,82.1,65.8,34.2,56.3,411,,122,146,107,35,,,,,,,,,"6' 3""",260
Katin Houser,ILLINOIS,4,QB,Offense,84.0,82.3,66.1,54.6,,60.2,905,473,56,2,,374,,,,,,,,,"6' 3""",225
Lavon Williams,ILLINOIS,9,S,Defense,,,,,,,,,,,,,77,72.3,62,78.3,666,319,5,342,"5' 10""",195
Robert Edmonson,ILLINOIS,45,LB,Defense,,,,,,,,,,,,,70.6,84.5,50.9,59.1,331,152,68,111,"6' 2""",240
Tanner Heckel,ILLINOIS,16,CB,Defense,,,,,,,,,,,,,64,66.6,79.6,60.3,506,184,14,308,"5' 11""",195
Ty Robinson,ILLINOIS,10,WR,Offense,58.2,80.2,,55.9,,57.0,235,3,,133,,99,,,,,,,,,"6' 4""",205
Will Holmes,ILLINOIS,24,EDGE,Defense,,,,,,,,,,,,,64.9,69.1,70.7,46.9,489,234,153,102,"6' 4""",260
A.J. Harris,INDIANA,4,CB,Defense,,,,,,,,,,,,,60.7,71.7,57.3,58.5,493,243,3,247,"6' 1""",190
Adedamola Ajani,INDIANA,72,OG,Offense,65.2,,,,54.2,67.0,361,,,,150,211,,,,,,,,,"6' 4""",308
Amare Ferrell,INDIANA,1,S,Defense,,,,,,,,,,,,,80.1,70.5,47.8,82.8,819,289,0,530,"6' 2""",205
Bray Lynch,INDIANA,74,OG,Offense,62.4,,,,63.1,61.2,993,,,,468,525,,,,,,,,,"6' 5""",298
Carson Williams,INDIANA,0,CB,Defense,,,,,,,,,,,,,71.2,77.7,55,70.1,597,227,2,368,"5' 11""",181
Charlie Becker,INDIANA,80,WR,Offense,89.1,,,89.6,64.5,64.0,460,,,216,1,243,,,,,,,,,"6' 4""",208
Chiddi Obiazor,INDIANA,7,EDGE,Defense,,,,,,,,,,,,,68.6,64.3,66.6,69.1,497,215,280,2,"6' 5""",280
Dominique Ratcliff,INDIANA,91,DT,Defense,,,,,,,,,,,,,69.6,74.5,58.7,62.5,288,113,174,1,"6' 3""",296
Drew Evans,INDIANA,62,OG,Offense,73.2,,,,78.0,73.4,796,,,,374,422,,,,,,,,,"6' 4""",307
Isaiah Jones,INDIANA,46,LB,Defense,,,,,,,,,,,,,71.3,72.6,74.7,63,664,250,108,306,"6' 2""",227
Jamari Sharpe,INDIANA,22,CB,Defense,,,,,,,,,,,,,84.1,64.2,65.3,85.4,818,282,2,534,"6' 1""",190
Joe Brunner,INDIANA,56,OG,Offense,66.5,,,,72.7,63.9,694,,,,328,366,,,,,,,,,"6' 7""",313
Joe Hjelle,INDIANA,90,DT,Defense,,,,,,,,,,,,,79.3,82,68.5,62.2,388,224,164,0,"6' 3""",318
Josh Hoover,INDIANA,10,QB,Offense,76.8,78.9,51.0,50.2,,60.4,831,480,26,2,,323,,,,,,,,,"6' 2""",200
Nick Marsh,INDIANA,11,WR,Offense,67.5,,66.0,68.5,,48.9,672,,3,408,,261,,,,,,,,,"6' 3""",213
Quan Sanks,INDIANA,13,S,Defense,,,,,,,,,,,,,56.9,55.8,,58.2,506,209,,297,"5' 10""",190
Shazz Preston,INDIANA,7,WR,Offense,71.8,,,73.2,,52.9,554,,,316,,238,,,,,,,,,"6' 0""",205
Stephen Daley,INDIANA,9,EDGE,Defense,,,,,,,,,,,,,78.2,86.8,65.8,60.8,529,196,326,7,"6' 1""",273
Tobi Osunsanmi,INDIANA,12,EDGE,Defense,,,,,,,,,,,,,67.7,54.5,70.6,73.5,251,110,126,15,"6' 2""",251
Turbo Richard,INDIANA,1,RB,Offense,72.5,,80.1,55.0,36.5,54.5,478,,146,260,55,17,,,,,,,,,"5' 9""",204
Tyrique Tucker,INDIANA,95,DT,Defense,,,,,,,,,,,,,77.9,80.7,69.3,64.5,604,223,373,8,"6' 0""",305
Aaron Graves,IOWA,95,DT,Defense,,,,,,,,,,,,,71.9,55.4,86.7,64.4,598,266,331,1,"6' 5""",295
Brice Stevenson,IOWA,92,DT,Defense,,,,,,,,,,,,,69.4,75.5,57.4,62.4,576,286,290,0,"6' 0""",287
DJ Vonnahme,IOWA,81,TE,Offense,68.0,,,83.1,41.5,39.0,435,,,145,52,238,,,,,,,,,"6' 4""",241
Dayton Howard,IOWA,7,WR,Offense,58.8,,,58.4,,58.3,318,,,124,,194,,,,,,,,,"6' 5""",215
Deshaun Lee,IOWA,8,CB,Defense,,,,,,,,,,,,,75.2,74.2,53.1,74.8,572,244,2,326,"5' 10""",189
Evan James,IOWA,8,WR,Offense,85.3,26.8,71.4,86.7,62.1,59.3,384,1,7,267,1,107,,,,,,,,,"5' 10""",170
Gennings Dunker,IOWA,58,OT,Offense,80.1,,,,73.4,78.6,771,,,,353,418,,,,,,,,,"6' 5""",320
Grant Brix,IOWA,78,OT,Offense,72.7,,,,66.7,73.6,749,,,,331,418,,,,,,,,,"6' 6""",305
Jayden Montgomery,IOWA,36,LB,Defense,,,,,,,,,,,,,69.8,75.8,69.1,59.2,423,189,27,207,"5' 11""",227
Kade Pieper,IOWA,58,OG,Offense,83.5,,,,77.1,83.3,757,,,,332,425,,,,,,,,,"6' 3""",298
Kahmari Brown,IOWA,43,EDGE,Defense,,,,,,,,,,,,,75.2,81.2,66.9,77.1,685,266,418,1,"6' 2""",259
Kamari Moulton,IOWA,28,RB,Offense,82.3,,82.7,67.1,40.8,54.9,350,,173,121,27,29,,,,,,,,,"5' 9""",211
L.J. Phillips Jr.,IOWA,21,RB,Offense,92.8,,93.3,65.1,49.6,73.5,594,,301,220,39,34,,,,,,,,,"5' 8""",211
Reece Vander Zee,IOWA,2,WR,Offense,79.7,73.3,,78.9,68.0,68.5,273,1,,101,2,169,,,,,,,,,"6' 4""",220
Tony Diaz,IOWA,14,WR,Offense,80.4,,60.0,83.0,,58.0,555,,0,344,,211,,,,,,,,,"5' 10""",184
Trent Wilson,IOWA,65,OG,Offense,69.4,,,,55.0,71.3,394,,,,160,234,,,,,,,,,"6' 3""",290
Xavier Styles,IOWA,18,S,Defense,,,,,,,,,,,,,82.5,61.2,63.7,89.1,547,285,2,260,"6' 1""",207
Zach Lutmer,IOWA,6,CB,Defense,,,,,,,,,,,,,83.5,78.6,63.9,84.8,725,312,30,383,"6' 1""",203
Zach Ortwerth,IOWA,48,TE,Offense,42.6,,,55.1,60.6,37.5,281,,,81,36,164,,,,,,,,,"6' 4""",247
Braden Awls,IOWA STATE,2,S,Defense,,,,,,,,,,,,,74.3,90.4,76.7,63.5,602,281,5,316,"6' 1""",190
Braden Smith,IOWA STATE,63,OG,Offense,71.2,,,,81.2,69.8,940,,,,472,468,,,,,,,,,"6' 4""",310
Bryson Lamb,IOWA STATE,99,DT,Defense,,,,,,,,,,,,,69.4,71.1,62.5,63.1,433,204,228,1,"6' 2""",295
Caden Crawford,IOWA STATE,92,EDGE,Defense,,,,,,,,,,,,,88.1,88.9,74.7,75.8,687,317,367,3,"6' 4""",251
Christian Greenlaw,IOWA STATE,88,TE,Offense,57.2,,,53.3,54.9,65.1,343,,,111,26,206,,,,,,,,,"6' 5""",245
Cody Jackson,IOWA STATE,2,WR,Offense,77.4,,,76.9,,70.3,746,,,372,,374,,,,,,,,,"6' 0""",190
Domonique Orange,IOWA STATE,95,DT,Defense,,,,,,,,,,,,,68.3,67.4,62.8,70.3,547,224,317,6,"6' 4""",325
Gavin Broscious,IOWA STATE,74,OG,Offense,60.6,,,,61.5,60.7,485,,,,295,190,,,,,,,,,"6' 5""",303
Isaac Terrell,IOWA STATE,88,EDGE,Defense,,,,,,,,,,,,,86.8,79.6,85.8,57,409,186,220,3,"6' 2""",255
Jaheim Singletary,IOWA STATE,9,CB,Defense,,,,,,,,,,,,,64.3,66.6,,64.6,251,133,,118,"6' 2""",201
Jaylen Raynor,IOWA STATE,1,QB,Offense,74.5,68.5,74.7,60.0,,60.1,977,615,97,1,,264,,,,,,,,,"6' 1""",208
Keyon Washington,IOWA STATE,1,CB,Defense,,,,,,,,,,,,,55,64.5,74.6,52.6,406,198,2,206,"6' 1""",190
Malaki Ta'ase,IOWA STATE,98,EDGE,Defense,,,,,,,,,,,,,68.7,63.1,70.1,62.7,283,133,150,0,"6' 2""",265
Micah Harper,IOWA STATE,4,CB,Defense,,,,,,,,,,,,,86.7,80,76,88.3,650,257,7,386,"5' 10""",189
Omari Hayes,IOWA STATE,9,WR,Offense,83.6,60.0,,86.8,,54.8,304,1,,169,,134,,,,,,,,,"5' 9""",175
Seth Johnson,IOWA STATE,3,CB,Defense,,,,,,,,,,,,,80.5,55.2,59.8,83.9,516,209,1,306,"5' 10""",180
Tyler Fortenberry,IOWA STATE,19,TE,Offense,57.0,,,62.1,64.4,48.9,754,,,381,69,304,,,,,,,,,"6' 5""",245
Zane Flores,IOWA STATE,6,QB,Offense,58.6,54.1,67.7,65.3,89.8,60.5,549,312,19,7,4,207,,,,,,,,,"6' 3""",215
Amar Thomas,JAMES MAD,8,EDGE,Defense,,,,,,,,,,,,,78.8,73.9,73.5,78.7,452,211,187,54,"6' 1""",240
Andrew Taddeo,JAMES MAD,33,DT,Defense,,,,,,,,,,,,,66.7,66.1,70.4,52.6,306,131,171,4,"6' 0""",291
Braeden Wisloski,JAMES MAD,10,WR,Offense,64.8,,57.5,65.3,62.1,63.1,317,,1,177,1,138,,,,,,,,,"5' 10""",195
Cole Keller,JAMES MAD,0,TE,Offense,68.2,,,69.8,69.9,62.9,380,,,171,33,176,,,,,,,,,"6' 5""",250
Gannon Weathersby,JAMES MAD,3,LB,Defense,,,,,,,,,,,,,67.5,74.4,59.2,58.8,539,245,73,221,"5' 10""",225
Immanuel Bush,JAMES MAD,0,DT,Defense,,,,,,,,,,,,,72.8,73.5,60.9,69.5,310,175,134,1,"6' 1""",348
Jeremiah Harrison,JAMES MAD,8,WR,Offense,75.7,,60.0,77.9,,62.9,459,,0,233,,226,,,,,,,,,"6' 1""",190
KD Mosley,JAMES MAD,13,TE,Offense,51.6,,,56.6,74.1,43.0,397,,,186,17,194,,,,,,,,,"6' 3""",240
Kei'Trone Simpson,JAMES MAD,9,EDGE,Defense,,,,,,,,,,,,,74,79.9,62.5,58,401,193,208,0,"6' 3""",270
Mychal McMullin,JAMES MAD,93,DT,Defense,,,,,,,,,,,,,70.9,73.5,68,57.2,297,132,161,4,"6' 1""",285
Nakian Jackson,JAMES MAD,2,LB,Defense,,,,,,,,,,,,,62.6,69.7,63.4,55.5,402,183,27,192,"6' 1""",240
Nick Herman,JAMES MAD,23,RB,Offense,86.5,,85.8,66.8,54.1,55.2,264,,144,73,12,35,,,,,,,,,"5' 11""",200
Noah Grevious,JAMES MAD,11,WR,Offense,75.5,,74.4,76.0,,53.4,679,,6,427,,246,,,,,,,,,"6' 0""",205
Seth Cromwell,JAMES MAD,34,RB,Offense,72.8,,74.5,54.1,74.3,60.2,380,,151,145,40,44,,,,,,,,,"5' 10""",220
Terrence Jones,JAMES MAD,25,CB,Defense,,,,,,,,,,,,,80.5,86.9,67.8,77.3,849,391,23,435,"6' 1""",195
Terry Lockett Jr.,JAMES MAD,90,DT,Defense,,,,,,,,,,,,,71.3,72.9,60.3,64.7,387,189,198,0,"6' 2""",281
Zach Greenberg,JAMES MAD,60,C,Offense,66.8,,,,68.0,64.8,925,,,,431,494,,,,,,,,,"6' 4""",300
Adrian Gumm,JVILLE ST,69,OG,Offense,51.7,,,,82.5,43.6,578,,,,264,314,,,,,,,,,"6' 4""",320
Britin Witt,JVILLE ST,65,OG,Offense,50.1,,,,69.4,44.0,641,,,,395,246,,,,,,,,,"6' 3""",300
Caden Creel,JVILLE ST,12,QB,Offense,66.5,59.8,68.8,50.3,62.2,60.5,706,308,115,7,1,274,,,,,,,,,"6' 0""",200
Darius Cannon,JVILLE ST,3,WR,Offense,77.7,,56.8,79.7,,57.7,503,,8,308,,187,,,,,,,,,"5' 9""",180
Deondre Johnson,JVILLE ST,11,WR,Offense,65.9,,57.7,68.2,,51.6,827,,1,375,,451,,,,,,,,,"6' 8""",215
Gharin Stansbury,JVILLE ST,91,EDGE,Defense,,,,,,,,,,,,,65.9,73.4,57.6,53,420,180,214,26,"6' 6""",270
Jaheim Jenkins,JVILLE ST,22,CB,Defense,,,,,,,,,,,,,72.3,73.3,54.9,72.9,331,124,2,205,"6' 2""",190
Jawaun Campbell,JVILLE ST,93,DT,Defense,,,,,,,,,,,,,78.2,81.4,74.9,54.3,295,123,171,1,"5' 11""",282
Lucas Mrachkovskiy,JVILLE ST,50,C,Offense,66.3,,,,72.1,64.5,923,,,,405,518,,,,,,,,,"6' 2""",300
Marquis Hood,JVILLE ST,92,DT,Defense,,,,,,,,,,,,,80.3,73,84.3,65.3,645,295,349,1,"6' 2""",275
Mikey Rosa,JVILLE ST,45,LB,Defense,,,,,,,,,,,,,72.1,80.7,84.9,46.5,467,216,47,204,"6' 3""",240
Ronnel Johnson,JVILLE ST,9,WR,Offense,58.2,,48.3,58.6,61.9,65.3,489,,1,351,1,136,,,,,,,,,"6' 0""",180
Ryan Walker,JVILLE ST,55,OG,Offense,61.5,,,,75.5,58.6,860,,,,451,409,,,,,,,,,"6' 3""",295
Tre'Quon Fegans,JVILLE ST,3,CB,Defense,,,,,,,,,,,,,71.2,49.5,78.4,74.4,643,313,7,323,"6' 1""",190
Walker O'Steen,JVILLE ST,40,LB,Defense,,,,,,,,,,,,,57.1,74.1,73.2,34.4,529,224,40,265,"6' 3""",220
Amir Herring,KANSAS,56,OG,Offense,70.2,,,,67.2,69.2,632,,,,321,311,,,,,,,,,"6' 3""",310
Austin Alexander,KANSAS,0,CB,Defense,,,,,,,,,,,,,61,55.5,60,62.2,542,257,1,284,"6' 0""",190
Blake Herold,KANSAS,94,DT,Defense,,,,,,,,,,,,,72.7,68.3,64.1,68.7,460,224,236,0,"6' 3""",300
Bryce Foster,KANSAS,55,OT,Offense,60.7,,,,55.5,64.2,742,,,,393,349,,,,,,,,,"6' 5""",330
Cam Pickett,KANSAS,7,WR,Offense,67.1,,70.7,67.8,,50.9,335,,2,246,,87,,,,,,,,,"6' 0""",195
Carson Bruhn,KANSAS,44,TE,Offense,62.2,,63.7,56.2,67.3,64.4,231,,1,61,36,133,,,,,,,,,"6' 6""",260
Carter Moses,KANSAS,85,TE,Offense,56.4,,,61.5,65.0,50.6,543,,,280,53,210,,,,,,,,,"6' 5""",245
Chase Jenkins,KANSAS,10,QB,Offense,67.2,67.7,60.3,60.0,,60.0,712,214,122,2,,374,,,,,,,,,"6' 0""",195
Connor Stroh,KANSAS,79,OG,Offense,59.7,,,,64.9,56.4,310,,,,166,144,,,,,,,,,"6' 7""",350
David Santiago,KANSAS,44,EDGE,Defense,,,,,,,,,,,,,72.3,76.1,67.8,60.5,248,83,124,41,"6' 4""",255
Jailen Butler,KANSAS,9,TE,Offense,47.1,,,43.8,53.4,51.6,543,,,175,61,307,,,,,,,,,"6' 4""",250
Jalen Dupree,KANSAS,4,RB,Offense,71.7,,75.0,47.3,73.0,62.4,307,,103,123,48,33,,,,,,,,,"6' 0""",215
Jalen Todd,KANSAS,1,CB,Defense,,,,,,,,,,,,,70.7,60.3,86.3,71.3,611,286,7,318,"6' 1""",195
Jibreel Al-Amin,KANSAS,25,LB,Defense,,,,,,,,,,,,,63.6,70.9,67.7,52,517,229,77,211,"6' 3""",225
Keaton Kubecka,KANSAS,3,WR,Offense,59.3,,,57.9,,65.3,290,,,145,,145,,,,,,,,,"6' 2""",205
Kenean Caldwell,KANSAS,97,DT,Defense,,,,,,,,,,,,,67.9,73.3,56.5,,297,162,135,,"6' 3""",325
Kobe Baynes,KANSAS,60,OT,Offense,69.0,,,,70.9,67.6,812,,,,435,377,,,,,,,,,"6' 4""",320
Leroy Harris III,KANSAS,33,EDGE,Defense,,,,,,,,,,,,,75.2,64.1,74.6,80.2,384,187,151,46,"6' 5""",270
Nahzae Cox,KANSAS,0,WR,Offense,62.1,,,63.2,,56.8,562,,,383,,179,,,,,,,,,"6' 3""",215
Nik McMillan,KANSAS,5,WR,Offense,71.6,,,72.5,,59.4,797,,,474,,323,,,,,,,,,"6' 1""",195
Roman Pearson,KANSAS,5,CB,Defense,,,,,,,,,,,,,63,56.5,55.8,64.2,504,220,1,283,"6' 2""",205
Syeed Gibbs,KANSAS,2,CB,Defense,,,,,,,,,,,,,57.7,53.9,72.1,58.7,345,146,7,192,"6' 0""",195
Taylor Davis,KANSAS,27,S,Defense,,,,,,,,,,,,,55.2,59.6,60,52.5,591,289,1,301,"6' 0""",205
Terrence Ferguson II,KANSAS,76,OT,Offense,64.6,,,,59.6,66.3,709,,,,374,335,,,,,,,,,"6' 6""",320
Tommy Dunn Jr.,KANSAS,92,DT,Defense,,,,,,,,,,,,,67.6,69.8,68.1,60.9,406,189,217,0,"6' 3""",305
Trey Lathan,KANSAS,4,LB,Defense,,,,,,,,,,,,,74.5,63.8,70.1,80.3,713,338,59,316,"6' 1""",230
Yasin Willis,KANSAS,6,RB,Offense,66.6,,73.9,42.8,29.9,58.0,323,,132,113,65,13,,,,,,,,,"6' 1""",230
Avery Johnson,KANSAS ST,2,QB,Offense,74.8,71.6,68.2,60.0,,60.6,759,391,84,1,,283,,,,,,,,,"6' 3""",200
Brandon White,KANSAS ST,8,WR,Offense,60.1,,83.7,58.7,,63.5,472,,4,357,,111,,,,,,,,,"5' 7""",168
Damian Ilalio,KANSAS ST,56,DT,Defense,,,,,,,,,,,,,68.2,69,61.4,60,502,277,225,0,"6' 2""",300
De'Arieun Hicks,KANSAS ST,19,DT,Defense,,,,,,,,,,,,,74.7,75.2,66.4,62.8,373,199,171,3,"6' 3""",283
Delvin Morris,KANSAS ST,57,C,Offense,56.7,,,,53.9,62.5,472,,,,280,192,,,,,,,,,"6' 3""",293
Donovan McIntosh,KANSAS ST,9,CB,Defense,,,,,,,,,,,,,67,72.3,,65.3,470,175,,295,"6' 3""",187
Elijah Hill,KANSAS ST,56,EDGE,Defense,,,,,,,,,,,,,70.6,42.9,87.1,46.6,299,86,211,2,"6' 1""",245
Garrett Oakley,KANSAS ST,86,TE,Offense,72.2,,,73.4,52.6,65.5,453,,,242,30,181,,,,,,,,,"6' 5""",249
Ja'Son Prevard,KANSAS ST,3,CB,Defense,,,,,,,,,,,,,71.8,70.5,80.8,71.8,585,267,14,304,"6' 2""",200
Jaron Tibbs,KANSAS ST,12,WR,Offense,68.5,,,68.3,,65.9,622,,,346,,276,,,,,,,,,"6' 3""",212
Joe Jackson,KANSAS ST,4,RB,Offense,67.2,,72.3,55.9,28.2,52.7,532,,172,224,54,82,,,,,,,,,"6' 0""",212
Josh Manning,KANSAS ST,5,WR,Offense,63.3,,57.5,62.0,,69.9,597,,1,304,,292,,,,,,,,,"6' 3""",217
Mekhi Mason,KANSAS ST,4,LB,Defense,,,,,,,,,,,,,66.7,88.4,58.6,49.8,679,279,131,269,"6' 2""",233
Naaman Robinson,KANSAS ST,72,OT,Offense,65.3,,,,69.6,62.3,907,,,,459,448,,,,,,,,,"6' 4""",325
Rodney Fields Jr.,KANSAS ST,20,RB,Offense,75.4,,76.7,69.3,56.0,61.1,372,,124,179,37,32,,,,,,,,,"5' 9""",193
Travis Bates,KANSAS ST,39,EDGE,Defense,,,,,,,,,,,,,69.9,68.6,66.6,63.9,390,187,201,2,"6' 3""",278
Wendell Gregory,KANSAS ST,1,EDGE,Defense,,,,,,,,,,,,,71.4,67.1,77.1,68.9,419,223,181,15,"6' 3""",265
Wesley Fair,KANSAS ST,18,S,Defense,,,,,,,,,,,,,53.3,54.5,58.4,54.1,409,194,3,212,"6' 1""",200
Will Anciaux,KANSAS ST,80,TE,Offense,55.8,,,51.6,45.4,64.2,331,,,93,37,201,,,,,,,,,"6' 6""",241
Zashon Rich,KANSAS ST,25,CB,Defense,,,,,,,,,,,,,68.6,73,63.1,67.3,837,388,7,442,"6' 1""",206
Adam Watkins,KENNESAW,97,DT,Defense,,,,,,,,,,,,,67.4,69.9,58.7,62.4,513,283,230,0,"6' 0""",303
Baron Hopson,KENNESAW,44,LB,Defense,,,,,,,,,,,,,67.5,79.6,68.8,44.6,765,387,44,334,"6' 1""",222
